Title,Year
SG×P : A Sorghum Genotype × Phenotype Prediction Dataset and Benchmark,2023
Into the Single Cell Multiverse: an End-to-End Dataset for Procedural Knowledge Extraction in Biomedical Texts,2023
SARAMIS: Simulation Assets for Robotic Assisted and Minimally Invasive Surgery,2023
A Neural Collapse Perspective on Feature Evolution in Graph Neural Networks,2023
Benchmarking Robustness of Adaptation Methods on Pre-trained Vision-Language Models,2023
Combinatorial Optimization with Policy Adaptation using Latent Space Search,2023
[Re] Bandit Theory and Thompson Sampling-guided Directed Evolution for Sequence Optimization,2023
Active Test-Time Adaptation: Theoretical Analyses and An Algorithm,2024
Project and Probe: Sample-Efficient Adaptation by Interpolating Orthogonal Features,2024
DNA-GPT: Divergent N-Gram Analysis for Training-Free Detection of GPT-Generated Text,2024
Principled Federated Domain Adaptation: Gradient Projection and Auto-Weighting,2024
Towards Robust and Efficient Cloud-Edge Elastic Model Adaptation via Selective Entropy Distillation,2024
EBMDock: Neural Probabilistic Protein-Protein Docking via a Differentiable Energy Model,2024
Meta-Evolve: Continuous Robot Evolution for One-to-many Policy Transfer,2024
SF(DA)$^2$: Source-free Domain Adaptation Through the Lens of Data Augmentation,2024
Entropy is not Enough for Test-Time Adaptation: From the Perspective of Disentangled Factors,2024
Dynamics-Informed Protein Design with Structure Conditioning,2024
Evaluating Representation Learning on the Protein Structure Universe,2024
Protein Discovery with Discrete Walk-Jump Sampling,2024
"Pre-training Sequence, Structure, and Surface Features for Comprehensive Protein Representation Learning",2024
Protein-ligand binding representation learning from fine-grained interactions,2024
Towards Few-Shot Adaptation of Foundation Models via Multitask Finetuning,2024
Learning to design protein-protein interactions with enhanced generalization,2024
Most discriminative stimuli for functional cell type clustering,2024
Few-shot Hybrid Domain Adaptation of Image Generator,2024
"Habitat 3.0: A Co-Habitat for Humans, Avatars, and Robots",2024
Continual Momentum Filtering on Parameter Space for Online Test-time Adaptation,2024
Self-supervised Pocket Pretraining via Protein Fragment-Surroundings Alignment,2024
Towards Seamless Adaptation of Pre-trained Models for Visual Place Recognition,2024
From Latent Graph to Latent Topology Inference: Differentiable Cell Complex Module,2024
"Task Adaptation from Skills: Information Geometry, Disentanglement, and New Objectives for Unsupervised Reinforcement Learning",2024
Test-time Adaptation against Multi-modal Reliability Bias,2024
CLAP: Collaborative Adaptation for Patchwork Learning,2024
The Expressive Power of Low-Rank Adaptation,2024
CellPLM: Pre-training of Cell Language Model Beyond Single Cells,2024
Protein-Ligand Interaction Prior for Binding-aware 3D Molecule Diffusion Models,2024
Protein Multimer Structure Prediction via Prompt Learning,2024
Deep Reinforcement Learning for Modelling Protein Complexes,2024
"Advancing the Lower Bounds: an Accelerated, Stochastic, Second-order Method with Optimal Adaptation to Inexactness",2024
PROGRAM: PROtotype GRAph Model based Pseudo-Label Learning for Test-Time Adaptation,2024
Enhancing Transferable Adversarial Attacks on Vision Transformers through Gradient Normalization Scaling and High-Frequency Adaptation,2024
A Hard-to-Beat Baseline for Training-free CLIP-based Adaptation,2024
QA-LoRA: Quantization-Aware Low-Rank Adaptation of Large Language Models,2024
De novo Protein Design Using Geometric Vector Field Networks,2024
Batched Low-Rank Adaptation of Foundation Models,2024
Test-Time Adaptation with CLIP Reward for Zero-Shot Generalization in Vision-Language Models,2024
Improving equilibrium propagation without weight symmetry through Jacobian homeostasis,2024
GENOME: Generative Neuro-Symbolic Visual Reasoning by Growing and Reusing Modules,2024
Improving protein optimization with smoothed fitness landscapes,2024
Debiasing Algorithm through Model Adaptation,2024
Source-Free and Image-Only Unsupervised Domain Adaptation for Category Level Object Pose Estimation,2024
SE(3)-Stochastic Flow Matching for Protein Backbone Generation,2024
ViDA: Homeostatic Visual Domain Adapter for Continual Test Time Adaptation,2024
Memory-Assisted Sub-Prototype Mining for Universal Domain Adaptation,2024
Exploring the Common Appearance-Boundary Adaptation for Nighttime Optical Flow,2024
VeRA: Vector-based Random Matrix Adaptation,2024
MAPE-PPI: Towards Effective and Efficient Protein-Protein Interaction Prediction via Microenvironment-Aware Protein Embedding,2024
Can We Evaluate Domain Adaptation Models Without Target-Domain Labels?,2024
KW-Design: Pushing the Limit of Protein Design via Knowledge Refinement,2024
Gradual Domain Adaptation via Gradient Flow,2024
Bayesian Low-rank Adaptation for Large Language Models,2024
RDesign: Hierarchical Data-efficient Representation Learning for Tertiary Structure-based RNA Design,2024
Rigid Protein-Protein Docking via Equivariant Elliptic-Paraboloid Interface Prediction,2024
Probabilistic Adaptation of Black-Box Text-to-Video Models,2024
Weakly Supervised Virus Capsid Detection with Image-Level Annotations in Electron Microscopy Images,2024
Str2Str: A Score-based Framework for Zero-shot Protein Conformation Sampling,2024
AUGCAL: Improving Sim2Real Adaptation by Uncertainty Calibration on Augmented Synthetic Images,2024
MCM: Masked Cell Modeling for Anomaly Detection in Tabular Data,2024
SaProt: Protein Language Modeling with Structure-aware Vocabulary,2024
BEND: Benchmarking DNA Language Models on Biologically Meaningful Tasks,2024
Covert Malicious Finetuning: Challenges in Safeguarding LLM Adaptation,2024
Protein Conformation Generation via Force-Guided SE(3) Diffusion Models,2024
Diffusion Language Models Are Versatile Protein Learners,2024
Evaluation of Test-Time Adaptation Under Computational Time Constraints,2024
RoSA: Accurate Parameter-Efficient Fine-Tuning via Robust Adaptation,2024
Pairwise Alignment Improves Graph Domain Adaptation,2024
GeoAB: Towards Realistic Antibody Design and Reliable Affinity Maturation,2024
ESM All-Atom: Multi-Scale Protein Language Model for Unified Molecular Modeling,2024
AlphaFold Meets Flow Matching for Generating Protein Ensembles,2024
Enforcing Constraints in RNA Secondary Structure Predictions: A Post-Processing Framework Based on the Assignment Problem,2024
CoLoRA: Continuous low-rank adaptation for reduced implicit neural modeling of parameterized partial differential equations,2024
Human vs. Generative AI in Content Creation Competition: Symbiosis or Conflict?,2024
Evolution-Inspired Loss Functions for Protein Representation Learning,2024
Generative Enzyme Design Guided by Functionally Important Sites and Small-Molecule Substrates,2024
Bayesian Power Steering: An Effective Approach for Domain Adaptation of Diffusion Models,2024
CarbonNovo: Joint Design of Protein Structure and Sequence Using a Unified Energy-based Model,2024
TabLog: Test-Time Adaptation for Tabular Data Using Logic Rules,2024
IW-GAE: Importance weighted group accuracy estimation for improved calibration and model selection in unsupervised domain adaptation,2024
Knowledge-aware Reinforced Language Models for Protein Directed Evolution,2024
Fast-Slow Test-Time Adaptation for Online Vision-and-Language Navigation,2024
Batch Singular Value Polarization and Weighted Semantic Augmentation for Universal Domain Adaptation,2024
LangCell: Language-Cell Pre-training for Cell Identity Understanding,2024
Robust Optimization in Protein Fitness Landscapes Using Reinforcement Learning in Latent Space,2024
Test-Time Degradation Adaptation for Open-Set Image Restoration,2024
Getting the most out of your tokenizer for pre-training and domain adaptation,2024
Stationary Latent Weight Inference for Unreliable Observations from Online Test-Time Adaptation,2024
Cross-Domain Policy Adaptation by Capturing Representation Mismatch,2024
Dirichlet Flow Matching with Applications to DNA Sequence Design,2024
SurfPro: Functional Protein Design Based on Continuous Surface,2024
Generative Flows on Discrete State-Spaces: Enabling Multimodal Flows with Applications to Protein Co-Design,2024
Interaction-based Retrieval-augmented Diffusion Models for Protein-specific 3D Molecule Generation,2024
SuDA: Support-based Domain Adaptation for Sim2Real Hinge Joint Tracking with Flexible Sensors,2024
CauDiTS: Causal Disentangled Domain Adaptation of Multivariate Time Series,2024
Understanding Retrieval-Augmented Task Adaptation for Vision-Language Models,2024
"Junk DNA Hypothesis: Pruning Small Pre-Trained Weights $\textit{Irreversibly}$ and $\textit{Monotonically}$ Impairs ``Difficult"" Downstream Tasks in LLMs",2024
"Antibody Design Using a Score-based Diffusion Model Guided by Evolutionary, Physical and Geometric Constraints",2024
Differentially Private Domain Adaptation with Theoretical Guarantees,2024
Learning to Predict Mutational Effects of Protein-Protein Interactions by Microenvironment-aware Hierarchical Prompt Learning,2024
Compressible Dynamics in Deep Overparameterized Low-Rank Learning & Adaptation,2024
Efficient Adaptation in Mixed-Motive Environments via Hierarchical Opponent Modeling and Planning,2024
Deciphering RNA Secondary Structure Prediction: A Probabilistic K-Rook Matching Perspective,2024
"Guiding LLMs The Right Way: Fast, Non-Invasive Constrained Generation",2024
LoRA+: Efficient Low Rank Adaptation of Large Models,2024
Improving Antibody Humanness Prediction using Patent Data,2024
ESNet: Evolution and Succession Network for High-Resolution Salient Object Detection,2024
Pseudo-Calibration: Improving Predictive Uncertainty Estimation in Unsupervised Domain Adaptation,2024
BECoTTA: Input-dependent Online Blending of Experts for Continual Test-time Adaptation,2024
Feature Reuse and Scaling: Understanding Transfer Learning with Protein Language Models,2024
EvIL: Evolution Strategies for Generalisable Imitation Learning,2024
Fast Peer Adaptation with Context-aware Exploration,2024
Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,2024
Efficient Non-stationary Online Learning by Wavelets with Applications to Online Distribution Shift Adaptation,2024
Bayesian Adaptation of Network Depth and Width for Continual Learning,2024
Category-Aware Active Domain Adaptation,2024
Few-shot Adaptation to Distribution Shifts By Mixing Source and Target Embeddings,2024
Evolution of Heuristics: Towards Efficient Automatic Algorithm Design Using Large Language Model,2024
Context-Guided Diffusion for Out-of-Distribution Molecular and Protein Design,2024
Test-Time Model Adaptation with Only Forward Passes,2024
RNAFlow: RNA Structure & Sequence Design via Inverse Folding-Based Flow Matching,2024
Debiased Offline Representation Learning for Fast Online Adaptation in Non-stationary Dynamics,2024
Promptbreeder: Self-Referential Self-Improvement via Prompt Evolution,2024
DoRA: Weight-Decomposed Low-Rank Adaptation,2024
Prior Mismatch and Adaptation in PnP-ADMM with a Nonconvex Convergence Analysis,2024
Proteus: Exploring Protein Structure Generation for Enhanced Designability and Efficiency,2024
Gradual Divergence for Seamless Adaptation: A Novel Domain Incremental Learning Method,2024
DNA-SE: Towards Deep Neural-Nets Assisted Semiparametric Estimation,2024
Unsupervised Domain Adaptation for Anatomical Structure Detection in Ultrasound Images,2024
Pre-Training Protein Bi-level Representation Through Span Mask Strategy On 3D Protein Chains,2024
Rethinking Misalignment in Vision-Language Model Adaptation from a Causal Perspective,2024
Style Adaptation and Uncertainty Estimation for Multi-Source Blended-Target Domain Adaptation,2024
DePLM: Denoising Protein Language Models for Property Optimization,2024
Prompt Tuning Strikes Back: Customizing Foundation Models with Low-Rank Prompt Adaptation,2024
Efficient Adaptation of Pre-trained Vision Transformer via Householder Transformation,2024
BoostAdapter: Improving Vision-Language Test-Time Adaptation via Regional Bootstrapping,2024
Semi-supervised Knowledge Transfer Across Multi-omic Single-cell Data,2024
TFGDA: Exploring Topology and Feature Alignment in Semi-supervised Graph Domain Adaptation through Robust Clustering,2024
Exploring Structured Semantic Priors Underlying Diffusion Score for Test-time Adaptation,2024
Gradual Domain Adaptation via Manifold-Constrained Distributionally Robust Optimization,2024
Bayesian Domain Adaptation with Gaussian Mixture Domain-Indexing,2024
Enhancing Protein Mutation Effect Prediction through a Retrieval-Augmented Framework,2024
"3-in-1: 2D Rotary Adaptation for Efficient Finetuning, Efficient Batching and Composability",2024
MutaPLM: Protein Language Modeling for Mutation Explanation and Engineering,2024
LLM-based Skill Diffusion for Zero-shot Policy Adaptation,2024
Kermut: Composite kernel regression for protein variant effects,2024
Self-Taught Recognizer: Toward Unsupervised Adaptation for Speech Foundation Models,2024
DART-Eval: A Comprehensive DNA Language Model Evaluation Benchmark on Regulatory DNA,2024
Decision Mamba: A Multi-Grained State Space Model with Self-Evolution Regularization for Offline RL,2024
Cross-Device Collaborative Test-Time Adaptation,2024
Large Language Models-guided Dynamic Adaptation for Temporal Knowledge Graph Reasoning,2024
Boosting Transferability and Discriminability for Time Series Domain Adaptation,2024
Unified Domain Generalization and Adaptation for Multi-View 3D Object Detection,2024
EZ-HOI: VLM Adaptation via Guided Prompt Learning for Zero-Shot HOI Detection,2024
Unsupervised Modality Adaptation with Text-to-Image Diffusion Models for Semantic Segmentation,2024
BEACON: Benchmark for Comprehensive RNA Tasks and Language Models,2024
ReactZyme: A Benchmark for Enzyme-Reaction Prediction,2024
BioTrove: A Large Curated Image Dataset Enabling AI for Biodiversity,2024
AsEP: Benchmarking Deep Learning Methods for Antibody-specific Epitope Prediction,2024
Sequence-Augmented SE(3)-Flow Matching For Conditional Protein Generation,2024
IODA: Instance-Guided One-shot Domain Adaptation for Super-Resolution,2024
CONTRAST: Continual Multi-source Adaptation to Dynamic Distributions,2024
Bridge-IF: Learning Inverse Protein Folding with Markov Bridges,2024
ProtGO: Function-Guided Protein Modeling for Unified Representation Learning,2024
TALoS: Enhancing Semantic Scene Completion via Test-time Adaptation on the Line of Sight,2024
PCoTTA: Continual Test-Time Adaptation for Multi-Task Point Cloud Understanding,2024
ProSST: Protein Language Modeling with Quantized Structure and Disentangled Attention,2024
An Offline Adaptation Framework for Constrained Multi-Objective Reinforcement Learning,2024
Federated Black-Box Adaptation for Semantic Segmentation,2024
LoRA-GA: Low-Rank Adaptation with Gradient Approximation,2024
SaulLM-54B & SaulLM-141B: Scaling Up Domain Adaptation for the Legal Domain,2024
Multi-Scale Representation Learning for Protein Fitness Prediction,2024
Personalized Federated Learning via Feature Distribution Adaptation,2024
Test-Time Adaptation Induces Stronger Accuracy and Agreement-on-the-Line,2024
Learning Place Cell Representations and Context-Dependent Remapping,2024
Cloud Object Detector Adaptation by Integrating Different Source Knowledge,2024
Unified Insights: Harnessing Multi-modal Data for Phenotype Imputation via View Decoupling,2024
MSA Generation with Seqs2Seqs Pretraining: Advancing Protein Structure Predictions,2024
GENOT: Entropic (Gromov) Wasserstein Flow Matching with Applications to Single-Cell Genomics,2024
GAVEL: Generating Games via Evolution and Language Models,2024
Panacea: Pareto Alignment via Preference Adaptation for LLMs,2024
Protected Test-Time Adaptation via Online Entropy Matching: A Betting Approach,2024
L-TTA: Lightweight Test-Time Adaptation Using a Versatile Stem Layer,2024
A benchmark for prediction of transcriptomic responses to chemical perturbations across cell types,2024
MSAGPT: Neural Prompting Protein Structure Prediction via MSA Generative Pre-Training,2024
PiSSA: Principal Singular Values and Singular Vectors Adaptation of Large Language Models,2024
BLoB: Bayesian Low-Rank Adaptation by Backpropagation for Large Language Models,2024
Generalized Protein Pocket Generation with Prior-Informed Flow Matching,2024
Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning,2024
Pre-Trained Multi-Goal Transformers with Prompt Optimization for Efficient Online Adaptation,2024
"Towards a ""Universal Translator"" for Neural Dynamics at Single-Cell, Single-Spike Resolution",2024
CorDA: Context-Oriented Decomposition Adaptation of Large Language Models for Task-Aware Parameter-Efficient Fine-tuning,2024
Persistent Test-time Adaptation in Recurring Testing Scenarios,2024
Cell ontology guided transcriptome foundation model,2024
PURE: Prompt Evolution with Graph ODE for Out-of-distribution Fluid Dynamics Modeling,2024
"Revisiting, Benchmarking and Understanding Unsupervised Graph Domain Adaptation",2024
Bridging The Gap between Low-rank and Orthogonal Adaptation via Householder Reflection Adaptation,2024
EMGBench: Benchmarking Out-of-Distribution Generalization and Adaptation for Electromyography,2024
Test-time Adaptation in Non-stationary Environments via Adaptive Representation Alignment,2024
Off-Dynamics Reinforcement Learning via Domain Adaptation and Reward Augmented Imitation,2024
Designing Cell-Type-Specific Promoter Sequences Using Conservative Model-Based Optimization,2024
TinyTTA: Efficient Test-time Adaptation via Early-exit Ensembles on Edge Devices,2024
Antigen-Specific Antibody Design via Direct Energy-based Preference Optimization,2024
Who’s Gaming the System? A Causally-Motivated Approach for Detecting Strategic Adaptation,2024
Long-Tailed Out-of-Distribution Detection via Normalized Outlier Distribution Adaptation,2024
WATT: Weight Average Test Time Adaptation of CLIP,2024
Online Adaptation of Language Models with a Memory of Amortized Contexts,2024
ReEvo: Large Language Models as Hyper-Heuristics with Reflective Evolution,2024
Enhancing Domain Adaptation through Prompt Gradient Alignment,2024
Ultrafast classical phylogenetic method beats large protein language models on variant effect prediction,2024
SLED: Self Logits Evolution Decoding for Improving Factuality in Large Language Models,2024
Training Compute-Optimal Protein Language Models,2024
Gene-Gene Relationship Modeling Based on Genetic Evidence for Single-Cell RNA-Seq Data Imputation,2024
Online Feature Updates Improve Online (Generalized) Label Shift Adaptation,2024
Rethinking the Membrane Dynamics and Optimization Objectives of Spiking Neural Networks,2024
Graph-enhanced Optimizers for Structure-aware Recommendation Embedding Evolution,2024
Metric from Human: Zero-shot Monocular Metric Depth Estimation via Test-time Adaptation,2024
BIOSCAN-5M: A Multimodal Dataset for Insect Biodiversity,2024
Towards Reliable Model Selection for Unsupervised Domain Adaptation: An Empirical Study and A Certified Baseline,2024
Frustratingly Easy Test-Time Adaptation of Vision-Language Models,2024
Learning Complete Protein Representation by Dynamically Coupling of Sequence and Structure,2024
Meta-Reinforcement Learning with Universal Policy Adaptation: Provable Near-Optimality under All-task Optimum Comparator,2024
Bias Amplification in Language Model Evolution: An Iterated Learning Perspective,2024
Protein-Nucleic Acid Complex Modeling with Frame Averaging Transformer,2024
PrivAuditor: Benchmarking Data Protection Vulnerabilities in LLM Adaptation Techniques,2024
Domain Adaptation for Large-Vocabulary Object Detectors,2024
Disentangling the Roles of Distinct Cell Classes with Cell-Type Dynamical Systems,2024
FouRA: Fourier Low-Rank Adaptation,2024
A SARS-CoV-2 Interaction Dataset and VHH Sequence Corpus for Antibody Language Models,2024
A Taxonomy of Challenges to Curating Fair Datasets,2024
OTTER: Effortless Label Distribution Adaptation of Zero-shot Models,2024
FlexSBDD: Structure-Based Drug Design with Flexible Protein Modeling,2024
The Evolution of Statistical Induction Heads: In-Context Learning Markov Chains,2024
Geodesic Optimization for Predictive Shift Adaptation on EEG data,2024
QuanTA: Efficient High-Rank Fine-Tuning of LLMs with Quantum-Informed Tensor Adaptation,2024
Self-Healing Machine Learning: A Framework for Autonomous Adaptation in Real-World Environments,2024
On $f$-Divergence Principled Domain Adaptation: An Improved Framework,2024
Parameter Efficient Adaptation for Image Restoration with Heterogeneous Mixture-of-Experts,2024
A versatile informative diffusion model for single-cell ATAC-seq data generation and analysis,2024
Incremental Learning of Retrievable Skills For Efficient Continual Task Adaptation,2024
Dynamic Tuning Towards Parameter and Inference Efficiency for ViT Adaptation,2024
Free Lunch in Pathology Foundation Model: Task-specific Model Adaptation with Concept-Guided Feature Enhancement,2024
Federated Behavioural Planes: Explaining the Evolution of Client Behaviour in Federated Learning,2024
Revisiting K-mer Profile for Effective and Scalable Genome Representation Learning,2024
Towards Stable Representations for Protein Interface Prediction,2024
ActSort: An active-learning accelerated cell sorting algorithm for large-scale calcium imaging datasets,2024
Model Decides How to Tokenize: Adaptive DNA Sequence Tokenization with MxDNA,2024
